held_out_study,n_local_participants,n_local_selections,n_evaluation_participants,draw,method,identified,mean_absolute_error,transported_mean_absolute_error
StudyG,1,60,19,42,intercept_only,True,0.07424970168658437,0.06839969449280436
StudyG,1,60,19,43,intercept_only,True,0.07442784883612698,0.06750472843592836
StudyG,1,60,19,44,intercept_only,True,0.13341340557015513,0.05515545896296179
StudyG,1,60,19,45,intercept_only,True,0.07442784883612698,0.06750472843592836
StudyG,1,60,19,46,intercept_only,True,0.13341340557015513,0.05515545896296179
StudyG,1,60,19,47,intercept_only,False,,0.06730621069010398
StudyG,1,60,19,48,intercept_only,True,0.08081804783348999,0.06777575264650176
StudyG,1,60,19,49,intercept_only,True,0.14646215306038884,0.060063127457002416
StudyG,1,58,19,50,intercept_only,True,0.08417290756127375,0.06748154895668201
StudyG,1,60,19,51,intercept_only,True,0.08081804783348999,0.06777575264650176
StudyG,1,60,19,52,intercept_only,True,0.11037592389190198,0.06347939946936396
StudyG,1,60,19,53,intercept_only,True,0.09800737017914866,0.0673214767665153
StudyG,1,60,19,54,intercept_only,True,0.06718990862947102,0.0673946339840612
StudyG,1,60,19,55,intercept_only,True,0.07987396988931525,0.06544933939481105
StudyG,1,60,19,56,intercept_only,True,0.15295208523525328,0.06405064404770226
StudyG,1,60,19,57,intercept_only,True,0.11037592389190198,0.06347939946936396
StudyG,1,60,19,58,intercept_only,True,0.06824298410772144,0.06828428624519443
StudyG,1,60,19,59,intercept_only,True,0.07987396988931525,0.06544933939481105
StudyG,1,60,19,60,intercept_only,False,,0.06643363032302739
StudyG,1,60,19,61,intercept_only,True,0.07092536666313043,0.06674949374971652
StudyG,1,60,19,62,intercept_only,True,0.08081804783348999,0.06777575264650176
StudyG,1,60,19,63,intercept_only,True,0.07987396988931525,0.06544933939481105
StudyG,1,60,19,64,intercept_only,True,0.07442784883612698,0.06750472843592836
StudyG,1,60,19,65,intercept_only,True,0.07092536666313043,0.06674949374971652
StudyG,1,60,19,66,intercept_only,False,,0.06643363032302739
StudyG,1,60,19,67,intercept_only,True,0.0715998953478982,0.06848405522234617
StudyG,1,60,19,68,intercept_only,True,0.08925964733783824,0.06611629434337987
StudyG,1,60,19,69,intercept_only,False,,0.06643363032302739
StudyG,1,60,19,70,intercept_only,True,0.06776798576264824,0.06848405522234617
StudyG,1,60,19,71,intercept_only,True,0.09800737017914866,0.0673214767665153
StudyG,1,60,19,72,intercept_only,True,0.06718990862947102,0.0673946339840612
StudyG,1,60,19,73,intercept_only,True,0.06824298410772144,0.06828428624519443
StudyG,1,60,19,74,intercept_only,True,0.0715998953478982,0.06848405522234617
StudyG,1,60,19,75,intercept_only,True,0.13341340557015513,0.05515545896296179
StudyG,1,60,19,76,intercept_only,True,0.07424970168658437,0.06839969449280436
StudyG,1,58,19,77,intercept_only,True,0.08417290756127375,0.06748154895668201
StudyG,1,60,19,78,intercept_only,False,,0.06607740920581716
StudyG,1,60,19,79,intercept_only,True,0.06824298410772144,0.06828428624519443
StudyG,1,60,19,80,intercept_only,True,0.07718063123399262,0.06585247627497776
StudyG,1,60,19,81,intercept_only,True,0.14646215306038884,0.060063127457002416
StudyG,1,60,19,82,intercept_only,True,0.07442784883612698,0.06750472843592836
StudyG,1,60,19,83,intercept_only,True,0.06718990862947102,0.0673946339840612
StudyG,1,60,19,84,intercept_only,True,0.13341340557015513,0.05515545896296179
StudyG,1,60,19,85,intercept_only,True,0.11037592389190198,0.06347939946936396
StudyG,1,60,19,86,intercept_only,True,0.07424970168658437,0.06839969449280436
StudyG,1,60,19,87,intercept_only,True,0.06776798576264824,0.06848405522234617
StudyG,1,60,19,88,intercept_only,True,0.07718063123399262,0.06585247627497776
StudyG,1,60,19,89,intercept_only,True,0.06824298410772144,0.06828428624519443
StudyG,1,60,19,90,intercept_only,True,0.06776798576264824,0.06848405522234617
StudyG,1,60,19,91,intercept_only,True,0.13341340557015513,0.05515545896296179
StudyG,1,60,19,92,intercept_only,True,0.07092536666313043,0.06674949374971652
StudyG,1,60,19,93,intercept_only,True,0.07424970168658437,0.06839969449280436
StudyG,1,60,19,94,intercept_only,True,0.06824298410772144,0.06828428624519443
StudyG,1,60,19,95,intercept_only,True,0.07092536666313043,0.06674949374971652
StudyG,1,60,19,96,intercept_only,True,0.07718063123399262,0.06585247627497776
StudyG,1,60,19,97,intercept_only,False,,0.06607740920581716
StudyG,1,60,19,98,intercept_only,True,0.07442784883612698,0.06750472843592836
StudyG,1,60,19,99,intercept_only,True,0.0715998953478982,0.06848405522234617
StudyG,1,60,19,100,intercept_only,True,0.07718063123399262,0.06585247627497776
StudyG,1,60,19,101,intercept_only,True,0.07424970168658437,0.06839969449280436
StudyG,1,60,19,102,intercept_only,True,0.08081804783348999,0.06777575264650176
StudyG,1,60,19,103,intercept_only,True,0.06776798576264824,0.06848405522234617
StudyG,1,58,19,104,intercept_only,True,0.08417290756127375,0.06748154895668201
StudyG,1,60,19,105,intercept_only,True,0.13341340557015513,0.05515545896296179
StudyG,1,60,19,106,intercept_only,True,0.07092536666313043,0.06674949374971652
StudyG,1,60,19,107,intercept_only,False,,0.06607740920581716
StudyG,1,60,19,108,intercept_only,True,0.08925964733783824,0.06611629434337987
StudyG,1,60,19,109,intercept_only,True,0.15295208523525328,0.06405064404770226
StudyG,1,60,19,110,intercept_only,True,0.11037592389190198,0.06347939946936396
StudyG,1,60,19,111,intercept_only,False,,0.06643363032302739
StudyG,1,60,19,112,intercept_only,True,0.06718990862947102,0.0673946339840612
StudyG,1,60,19,113,intercept_only,False,,0.06643363032302739
StudyG,1,60,19,114,intercept_only,True,0.08081804783348999,0.06777575264650176
StudyG,1,60,19,115,intercept_only,True,0.0715998953478982,0.06848405522234617
StudyG,1,60,19,116,intercept_only,True,0.0715998953478982,0.06848405522234617
StudyG,1,60,19,117,intercept_only,True,0.15295208523525328,0.06405064404770226
StudyG,1,60,19,118,intercept_only,True,0.08925964733783824,0.06611629434337987
StudyG,1,60,19,119,intercept_only,True,0.11037592389190198,0.06347939946936396
StudyG,1,60,19,120,intercept_only,True,0.07718063123399262,0.06585247627497776
StudyG,1,60,19,121,intercept_only,False,,0.06607740920581716
StudyG,1,60,19,122,intercept_only,True,0.11037592389190198,0.06347939946936396
StudyG,1,60,19,123,intercept_only,True,0.14646215306038884,0.060063127457002416
StudyG,1,60,19,124,intercept_only,True,0.06824298410772144,0.06828428624519443
StudyG,1,60,19,125,intercept_only,False,,0.06730621069010398
StudyG,1,58,19,126,intercept_only,True,0.08417290756127375,0.06748154895668201
StudyG,1,60,19,127,intercept_only,True,0.06824298410772144,0.06828428624519443
StudyG,1,60,19,128,intercept_only,True,0.06824298410772144,0.06828428624519443
StudyG,1,60,19,129,intercept_only,True,0.14646215306038884,0.060063127457002416
StudyG,1,60,19,130,intercept_only,True,0.08081804783348999,0.06777575264650176
StudyG,1,60,19,131,intercept_only,True,0.09800737017914866,0.0673214767665153
StudyG,1,60,19,132,intercept_only,True,0.06718990862947102,0.0673946339840612
StudyG,1,60,19,133,intercept_only,True,0.07424970168658437,0.06839969449280436
StudyG,1,60,19,134,intercept_only,True,0.06824298410772144,0.06828428624519443
StudyG,1,60,19,135,intercept_only,True,0.08925964733783824,0.06611629434337987
StudyG,1,60,19,136,intercept_only,True,0.13341340557015513,0.05515545896296179
StudyG,1,60,19,137,intercept_only,True,0.07092536666313043,0.06674949374971652
StudyG,1,60,19,138,intercept_only,True,0.07442784883612698,0.06750472843592836
StudyG,1,60,19,139,intercept_only,True,0.08081804783348999,0.06777575264650176
StudyG,1,60,19,140,intercept_only,True,0.11037592389190198,0.06347939946936396
StudyG,1,60,19,141,intercept_only,True,0.07718063123399262,0.06585247627497776
StudyG,1,60,19,142,intercept_only,False,,0.06643363032302739
StudyG,1,58,19,143,intercept_only,True,0.08417290756127375,0.06748154895668201
StudyG,1,60,19,144,intercept_only,False,,0.06607740920581716
StudyG,1,60,19,145,intercept_only,True,0.13341340557015513,0.05515545896296179
StudyG,1,60,19,146,intercept_only,True,0.07092536666313043,0.06674949374971652
StudyG,1,60,19,147,intercept_only,True,0.08925964733783824,0.06611629434337987
StudyG,1,60,19,148,intercept_only,True,0.11037592389190198,0.06347939946936396
StudyG,1,60,19,149,intercept_only,False,,0.06643363032302739
StudyG,1,60,19,150,intercept_only,True,0.07442784883612698,0.06750472843592836
StudyG,1,60,19,151,intercept_only,True,0.11037592389190198,0.06347939946936396
StudyG,1,60,19,152,intercept_only,True,0.07718063123399262,0.06585247627497776
StudyG,1,60,19,153,intercept_only,True,0.08925964733783824,0.06611629434337987
StudyG,1,60,19,154,intercept_only,True,0.08925964733783824,0.06611629434337987
StudyG,1,60,19,155,intercept_only,True,0.0715998953478982,0.06848405522234617
StudyG,1,60,19,156,intercept_only,True,0.07987396988931525,0.06544933939481105
StudyG,1,60,19,157,intercept_only,True,0.08925964733783824,0.06611629434337987
StudyG,1,60,19,158,intercept_only,True,0.15295208523525328,0.06405064404770226
StudyG,1,60,19,159,intercept_only,True,0.07442784883612698,0.06750472843592836
StudyG,1,60,19,160,intercept_only,True,0.06776798576264824,0.06848405522234617
StudyG,1,60,19,161,intercept_only,False,,0.06643363032302739
StudyG,1,60,19,162,intercept_only,True,0.07718063123399262,0.06585247627497776
StudyG,1,60,19,163,intercept_only,True,0.07442784883612698,0.06750472843592836
StudyG,1,60,19,164,intercept_only,True,0.14646215306038884,0.060063127457002416
StudyG,1,60,19,165,intercept_only,False,,0.06607740920581716
StudyG,1,60,19,166,intercept_only,True,0.06824298410772144,0.06828428624519443
StudyG,1,60,19,167,intercept_only,False,,0.06643363032302739
StudyG,1,58,19,168,intercept_only,True,0.08417290756127375,0.06748154895668201
StudyG,1,60,19,169,intercept_only,True,0.07718063123399262,0.06585247627497776
StudyG,1,60,19,170,intercept_only,True,0.08925964733783824,0.06611629434337987
StudyG,1,60,19,171,intercept_only,True,0.14646215306038884,0.060063127457002416
StudyG,1,60,19,172,intercept_only,True,0.08081804783348999,0.06777575264650176
StudyG,1,60,19,173,intercept_only,True,0.07718063123399262,0.06585247627497776
StudyG,1,60,19,174,intercept_only,True,0.08081804783348999,0.06777575264650176
StudyG,1,60,19,175,intercept_only,True,0.14646215306038884,0.060063127457002416
StudyG,1,58,19,176,intercept_only,True,0.08417290756127375,0.06748154895668201
StudyG,1,60,19,177,intercept_only,True,0.06824298410772144,0.06828428624519443
StudyG,1,60,19,178,intercept_only,False,,0.06730621069010398
StudyG,1,60,19,179,intercept_only,True,0.07424970168658437,0.06839969449280436
StudyG,1,60,19,180,intercept_only,True,0.08925964733783824,0.06611629434337987
StudyG,1,60,19,181,intercept_only,True,0.15295208523525328,0.06405064404770226
StudyG,1,60,19,182,intercept_only,True,0.06824298410772144,0.06828428624519443
StudyG,1,60,19,183,intercept_only,True,0.06718990862947102,0.0673946339840612
StudyG,1,60,19,184,intercept_only,True,0.11037592389190198,0.06347939946936396
StudyG,1,60,19,185,intercept_only,True,0.08081804783348999,0.06777575264650176
StudyG,1,60,19,186,intercept_only,True,0.14646215306038884,0.060063127457002416
StudyG,1,60,19,187,intercept_only,True,0.11037592389190198,0.06347939946936396
StudyG,1,60,19,188,intercept_only,False,,0.06730621069010398
StudyG,1,60,19,189,intercept_only,False,,0.06643363032302739
StudyG,1,60,19,190,intercept_only,True,0.07424970168658437,0.06839969449280436
StudyG,1,60,19,191,intercept_only,True,0.06824298410772144,0.06828428624519443
StudyG,1,60,19,192,intercept_only,False,,0.06607740920581716
StudyG,1,60,19,193,intercept_only,True,0.13341340557015513,0.05515545896296179
StudyG,1,60,19,194,intercept_only,True,0.09800737017914866,0.0673214767665153
StudyG,1,60,19,195,intercept_only,True,0.08081804783348999,0.06777575264650176
StudyG,1,60,19,196,intercept_only,False,,0.06607740920581716
StudyG,1,60,19,197,intercept_only,True,0.08925964733783824,0.06611629434337987
StudyG,1,60,19,198,intercept_only,True,0.07092536666313043,0.06674949374971652
StudyG,1,60,19,199,intercept_only,True,0.09800737017914866,0.0673214767665153
StudyG,2,120,18,0,intercept_only,True,0.068981070360889,0.06946520167163625
StudyG,2,120,18,0,intercept_and_slope,True,0.06786413615048065,0.06946520167163625
StudyG,2,120,18,1,intercept_only,True,0.06724586133862392,0.06830470688428672
StudyG,2,120,18,1,intercept_and_slope,True,0.10269241333577862,0.06830470688428672
StudyG,2,120,18,2,intercept_only,True,0.08699336040731677,0.06919846163726964
StudyG,2,120,18,2,intercept_and_slope,False,,0.06919846163726964
StudyG,2,120,18,3,intercept_only,True,0.1177497475983801,0.06247404194535439
StudyG,2,120,18,3,intercept_and_slope,True,0.14122343525911074,0.06247404194535439
StudyG,2,120,18,4,intercept_only,True,0.06935697450015652,0.07127375159425647
StudyG,2,120,18,4,intercept_and_slope,True,0.10291005291005294,0.07127375159425647
StudyG,2,120,18,5,intercept_only,True,0.0711386048248802,0.06815948787970794
StudyG,2,120,18,5,intercept_and_slope,True,0.09081632521670852,0.06815948787970794
StudyG,2,120,18,6,intercept_only,True,0.10772332169272966,0.06226317469169424
StudyG,2,120,18,6,intercept_and_slope,True,0.1484482832157278,0.06226317469169424
StudyG,2,120,18,7,intercept_only,True,0.10120707703233103,0.06533245412834471
StudyG,2,120,18,7,intercept_and_slope,True,0.15286504682491525,0.06533245412834471
StudyG,2,120,18,8,intercept_only,True,0.08565812148362068,0.05614378056123295
StudyG,2,120,18,8,intercept_and_slope,True,0.0637013033675133,0.05614378056123295
StudyG,2,120,18,9,intercept_only,True,0.07300632368296729,0.05993369337235156
StudyG,2,120,18,9,intercept_and_slope,False,,0.05993369337235156
StudyG,2,120,18,10,intercept_only,True,0.06899691688080122,0.06953187303210819
StudyG,2,120,18,10,intercept_and_slope,True,0.07296600913668087,0.06953187303210819
StudyG,2,120,18,11,intercept_only,True,0.07182403832241568,0.0654559210877161
StudyG,2,120,18,11,intercept_and_slope,True,0.2670197658394508,0.0654559210877161
StudyG,2,120,18,12,intercept_only,True,0.10020974905643933,0.06064311594646753
StudyG,2,120,18,12,intercept_and_slope,True,0.6723379254423181,0.06064311594646753
StudyG,2,120,18,13,intercept_only,True,0.07954893597573959,0.06958141248194048
StudyG,2,120,18,13,intercept_and_slope,True,0.07667459398421012,0.06958141248194048
StudyG,2,120,18,14,intercept_only,True,0.11380671219914179,0.06797129548944819
StudyG,2,120,18,14,intercept_and_slope,False,,0.06797129548944819
StudyG,2,120,18,15,intercept_only,True,0.0800615919251826,0.07013563288317357
StudyG,2,120,18,15,intercept_and_slope,True,0.12288255248020313,0.07013563288317357
StudyG,2,120,18,16,intercept_only,True,0.06751122574613116,0.06144030811524673
StudyG,2,120,18,16,intercept_and_slope,True,0.4290976911339803,0.06144030811524673
StudyG,2,118,18,17,intercept_only,True,0.08038610370918074,0.07030459797279398
StudyG,2,118,18,17,intercept_and_slope,True,0.13165974210784726,0.07030459797279398
StudyG,2,120,18,18,intercept_only,True,0.06539506526739422,0.06782976205086735
StudyG,2,120,18,18,intercept_and_slope,True,0.11375661375677651,0.06782976205086735
StudyG,2,120,18,19,intercept_only,True,0.06904443150735412,0.06917912056047544
StudyG,2,120,18,19,intercept_and_slope,True,0.09549616970400507,0.06917912056047544
StudyG,2,118,18,20,intercept_only,True,0.08517367736532054,0.06141584088715332
StudyG,2,118,18,20,intercept_and_slope,True,0.179156162164808,0.06141584088715332
StudyG,2,120,18,21,intercept_only,True,0.06728477138250061,0.06849813920200049
StudyG,2,120,18,21,intercept_and_slope,True,0.19142942581239308,0.06849813920200049
StudyG,2,120,18,22,intercept_only,True,0.07012625343837192,0.07021285439058313
StudyG,2,120,18,22,intercept_and_slope,True,0.0707545736488291,0.07021285439058313
StudyG,2,118,18,23,intercept_only,True,0.07334617677750206,0.06562488617733649
StudyG,2,118,18,23,intercept_and_slope,True,0.18911239802520344,0.06562488617733649
StudyG,2,118,18,24,intercept_only,True,0.10008381050846366,0.069061317633205
StudyG,2,118,18,24,intercept_and_slope,False,,0.069061317633205
StudyG,2,120,18,25,intercept_only,True,0.08010837333468422,0.07061514631204817
StudyG,2,120,18,25,intercept_and_slope,True,0.10291005291005287,0.07061514631204817
StudyG,2,120,18,26,intercept_only,True,0.1189605989469306,0.0639157694535662
StudyG,2,120,18,26,intercept_and_slope,False,,0.0639157694535662
StudyG,2,120,18,27,intercept_only,True,0.07308963885431194,0.06771355124056315
StudyG,2,120,18,27,intercept_and_slope,True,0.09595876956323099,0.06771355124056315
StudyG,2,120,18,28,intercept_only,True,0.06579086312429352,0.06669915848724965
StudyG,2,120,18,28,intercept_and_slope,False,,0.06669915848724965
StudyG,2,120,18,29,intercept_only,True,0.06395260986281574,0.06414273866253473
StudyG,2,120,18,29,intercept_and_slope,False,,0.06414273866253473
StudyG,2,120,18,30,intercept_only,True,0.09794494670918476,0.057293725201644836
StudyG,2,120,18,30,intercept_and_slope,True,0.06426768847267733,0.057293725201644836
StudyG,2,120,18,31,intercept_only,True,0.07651081284622337,0.07032906520088736
StudyG,2,120,18,31,intercept_and_slope,True,0.07813988474860235,0.07032906520088736
StudyG,2,120,18,32,intercept_only,True,0.06656651131392397,0.06451874984181216
StudyG,2,120,18,32,intercept_and_slope,False,,0.06451874984181216
StudyG,2,120,18,33,intercept_only,True,0.0727517399339978,0.07024001776414879
StudyG,2,120,18,33,intercept_and_slope,True,0.08209485224631738,0.07024001776414879
StudyG,2,118,18,34,intercept_only,True,0.07191174521448811,0.07009373071913379
StudyG,2,118,18,34,intercept_and_slope,True,0.4028320604698682,0.07009373071913379
StudyG,2,120,18,35,intercept_only,True,0.12174746110773407,0.066594039798799
StudyG,2,120,18,35,intercept_and_slope,True,0.34823453855441905,0.066594039798799
StudyG,2,120,18,36,intercept_only,True,0.07187939614717999,0.0684959738164787
StudyG,2,120,18,36,intercept_and_slope,True,0.09290542984663003,0.0684959738164787
StudyG,2,120,18,37,intercept_only,True,0.11380671219914179,0.06797129548944819
StudyG,2,120,18,37,intercept_and_slope,False,,0.06797129548944819
StudyG,2,120,18,38,intercept_only,True,0.09201368564652687,0.06642068385949186
StudyG,2,120,18,38,intercept_and_slope,False,,0.06642068385949186
StudyG,2,120,18,39,intercept_only,True,0.06338450028290754,0.06140039505183412
StudyG,2,120,18,39,intercept_and_slope,True,0.15407341776996636,0.06140039505183412
StudyG,2,120,18,40,intercept_only,True,0.0646794813554517,0.06608571810319726
StudyG,2,120,18,40,intercept_and_slope,True,0.19912699239202386,0.06608571810319726
StudyG,2,120,18,41,intercept_only,True,0.1189605989469306,0.0639157694535662
StudyG,2,120,18,41,intercept_and_slope,False,,0.0639157694535662
StudyG,2,120,18,42,intercept_only,True,0.08635883353936587,0.06668308723553756
StudyG,2,120,18,42,intercept_and_slope,True,0.219650729411423,0.06668308723553756
StudyG,2,120,18,43,intercept_only,True,0.08526908492640489,0.06778871662788451
StudyG,2,120,18,43,intercept_and_slope,False,,0.06778871662788451
StudyG,2,120,18,44,intercept_only,True,0.08688441846199393,0.06566018472968796
StudyG,2,120,18,44,intercept_and_slope,True,0.09043811911562277,0.06566018472968796
StudyG,2,120,18,45,intercept_only,True,0.06723530287474196,0.0682885926925192
StudyG,2,120,18,45,intercept_and_slope,False,,0.0682885926925192
StudyG,2,120,18,46,intercept_only,True,0.06908075372667269,0.06898568824276169
StudyG,2,120,18,46,intercept_and_slope,True,0.07051228247327407,0.06898568824276169
StudyG,2,120,18,47,intercept_only,True,0.07300632368296729,0.05993369337235156
StudyG,2,120,18,47,intercept_and_slope,False,,0.05993369337235156
StudyG,2,120,18,48,intercept_only,True,0.1092297944596045,0.05409041405035775
StudyG,2,120,18,48,intercept_and_slope,True,0.07472520123974612,0.05409041405035775
StudyG,2,118,18,49,intercept_only,True,0.06672171200376134,0.06780529482277398
StudyG,2,118,18,49,intercept_and_slope,True,0.3963449585407991,0.06780529482277398
StudyG,2,120,18,50,intercept_only,True,0.07581455667889707,0.07061514631204815
StudyG,2,120,18,50,intercept_and_slope,True,0.10291005291005278,0.07061514631204815
StudyG,2,120,18,51,intercept_only,True,0.08526908492640489,0.06778871662788451
StudyG,2,120,18,51,intercept_and_slope,False,,0.06778871662788451
StudyG,2,120,18,52,intercept_only,True,0.10609158868998213,0.06347977608425047
StudyG,2,120,18,52,intercept_and_slope,True,0.11697436968802058,0.06347977608425047
StudyG,2,120,18,53,intercept_only,True,0.06656651131392397,0.06451874984181216
StudyG,2,120,18,53,intercept_and_slope,False,,0.06451874984181216
StudyG,2,120,18,54,intercept_only,True,0.08461504658819645,0.06816472780716197
StudyG,2,120,18,54,intercept_and_slope,False,,0.06816472780716197
StudyG,2,120,18,55,intercept_only,True,0.07012625343837192,0.07021285439058313
StudyG,2,120,18,55,intercept_and_slope,True,0.0707545736488291,0.07021285439058313
StudyG,2,120,18,56,intercept_only,True,0.08532059982984558,0.07013563288317357
StudyG,2,120,18,56,intercept_and_slope,True,0.6166875101379475,0.07013563288317357
StudyG,2,120,18,57,intercept_only,True,0.06751122574613116,0.06144030811524673
StudyG,2,120,18,57,intercept_and_slope,True,0.4290976911339803,0.06144030811524673
StudyG,2,120,18,58,intercept_only,True,0.06949936314811186,0.07115193177733486
StudyG,2,120,18,58,intercept_and_slope,True,0.29158051275358676,0.07115193177733486
StudyG,2,120,18,59,intercept_only,True,0.08526908492640489,0.06778871662788451
StudyG,2,120,18,59,intercept_and_slope,False,,0.06778871662788451
StudyG,2,120,18,60,intercept_only,True,0.09897818897886977,0.06807479773904529
StudyG,2,120,18,60,intercept_and_slope,False,,0.06807479773904529
StudyG,2,118,18,61,intercept_only,True,0.087455713218489,0.05623552414344378
StudyG,2,118,18,61,intercept_and_slope,True,0.0613853326487415,0.05623552414344378
StudyG,2,120,18,62,intercept_only,True,0.11447458899056527,0.06759528431017073
StudyG,2,120,18,62,intercept_and_slope,False,,0.06759528431017073
StudyG,2,120,18,63,intercept_only,True,0.08532059982984558,0.07013563288317357
StudyG,2,120,18,63,intercept_and_slope,True,0.6166875101379475,0.07013563288317357
StudyG,2,120,18,64,intercept_only,True,0.11159361379271021,0.06485294069947015
StudyG,2,120,18,64,intercept_and_slope,True,0.11587301587301588,0.06485294069947015
StudyG,2,120,18,65,intercept_only,True,0.07922057775861842,0.06703256988208818
StudyG,2,120,18,65,intercept_and_slope,True,0.09692774182676006,0.06703256988208818
StudyG,2,120,18,66,intercept_only,True,0.09099859661458377,0.0693879801642267
StudyG,2,120,18,66,intercept_and_slope,True,0.09638391031163168,0.0693879801642267
StudyG,2,120,18,67,intercept_only,True,0.11159361379271021,0.06485294069947015
StudyG,2,120,18,67,intercept_and_slope,True,0.11587301587301588,0.06485294069947015
StudyG,2,120,18,68,intercept_only,True,0.08082094954916731,0.0680704404429694
StudyG,2,120,18,68,intercept_and_slope,True,0.08230988207340545,0.0680704404429694
StudyG,2,120,18,69,intercept_only,True,0.07232429799952143,0.07040427905838798
StudyG,2,120,18,69,intercept_and_slope,True,0.15064785368853217,0.07040427905838798
StudyG,2,120,18,70,intercept_only,True,0.08212067936296633,0.0691018990530659
StudyG,2,120,18,70,intercept_and_slope,True,0.07461680203877954,0.0691018990530659
StudyG,2,120,18,71,intercept_only,True,0.07296232069312197,0.06424918084840474
StudyG,2,120,18,71,intercept_and_slope,True,0.7749651101670098,0.06424918084840474
StudyG,2,120,18,72,intercept_only,True,0.14217771143332922,0.05261401340618737
StudyG,2,120,18,72,intercept_and_slope,True,0.14922084085380438,0.05261401340618737
StudyG,2,118,18,73,intercept_only,True,0.07334617677750206,0.06562488617733649
StudyG,2,118,18,73,intercept_and_slope,True,0.18911239802520344,0.06562488617733649
StudyG,2,118,18,74,intercept_only,True,0.07555990882824809,0.07030459797279397
StudyG,2,118,18,74,intercept_and_slope,True,0.11168894906970966,0.07030459797279397
StudyG,2,120,18,75,intercept_only,True,0.0930038241115937,0.06604467268021443
StudyG,2,120,18,75,intercept_and_slope,False,,0.06604467268021443
StudyG,2,120,18,76,intercept_only,True,0.09925797400180254,0.06647221998187741
StudyG,2,120,18,76,intercept_and_slope,True,0.15751426473091407,0.06647221998187741
StudyG,2,120,18,77,intercept_only,True,0.08153001423727715,0.06886349588097504
StudyG,2,120,18,77,intercept_and_slope,True,0.1167299533798735,0.06886349588097504
StudyG,2,120,18,78,intercept_only,True,0.06745644307206852,0.06390530945775978
StudyG,2,120,18,78,intercept_and_slope,True,0.1381474767485838,0.06390530945775978
StudyG,2,120,18,79,intercept_only,True,0.0795508704521681,0.0700304712546675
StudyG,2,120,18,79,intercept_and_slope,False,,0.0700304712546675
StudyG,2,120,18,80,intercept_only,True,0.0727599052580713,0.0649301622068797
StudyG,2,120,18,80,intercept_and_slope,True,0.09579527692725832,0.0649301622068797
StudyG,2,120,18,81,intercept_only,True,0.06991581684067327,0.06804851699685774
StudyG,2,120,18,81,intercept_and_slope,False,,0.06804851699685774
StudyG,2,120,18,82,intercept_only,True,0.06724586133862392,0.06830470688428672
StudyG,2,120,18,82,intercept_and_slope,True,0.10269241333577862,0.06830470688428672
StudyG,2,120,18,83,intercept_only,True,0.06818371181227903,0.06736753563838277
StudyG,2,120,18,83,intercept_and_slope,False,,0.06736753563838277
StudyG,2,118,18,84,intercept_only,True,0.07191174521448811,0.07009373071913379
StudyG,2,118,18,84,intercept_and_slope,True,0.4028320604698682,0.07009373071913379
StudyG,2,120,18,85,intercept_only,True,0.06881458350445048,0.06699152445910533
StudyG,2,120,18,85,intercept_and_slope,False,,0.06699152445910533
StudyG,2,120,18,86,intercept_only,True,0.07767824281886496,0.05451594742386707
StudyG,2,120,18,86,intercept_and_slope,True,0.06083933179431584,0.05451594742386707
StudyG,2,120,18,87,intercept_only,True,0.06585449648093873,0.06675409525433039
StudyG,2,120,18,87,intercept_and_slope,True,0.15439861266459026,0.06675409525433039
StudyG,2,120,18,88,intercept_only,True,0.0979859968604292,0.06845080891832278
StudyG,2,120,18,88,intercept_and_slope,False,,0.06845080891832278
StudyG,2,120,18,89,intercept_only,True,0.15187685676203472,0.05779433014989694
StudyG,2,120,18,89,intercept_and_slope,True,0.1514025100065245,0.05779433014989694
StudyG,2,120,18,90,intercept_only,True,0.06539506526739422,0.06782976205086735
StudyG,2,120,18,90,intercept_and_slope,True,0.11375661375677651,0.06782976205086735
StudyG,2,120,18,91,intercept_only,True,0.06904443150735412,0.06917912056047544
StudyG,2,120,18,91,intercept_and_slope,True,0.09549616970400507,0.06917912056047544
StudyG,2,120,18,92,intercept_only,True,0.08153001423727715,0.06886349588097504
StudyG,2,120,18,92,intercept_and_slope,True,0.1167299533798735,0.06886349588097504
StudyG,2,120,18,93,intercept_only,True,0.11159361379271021,0.06485294069947015
StudyG,2,120,18,93,intercept_and_slope,True,0.11587301587301588,0.06485294069947015
StudyG,2,120,18,94,intercept_only,True,0.06881458350445048,0.06699152445910533
StudyG,2,120,18,94,intercept_and_slope,False,,0.06699152445910533
StudyG,2,120,18,95,intercept_only,True,0.06949936314811186,0.07115193177733486
StudyG,2,120,18,95,intercept_and_slope,True,0.29158051275358676,0.07115193177733486
StudyG,2,120,18,96,intercept_only,True,0.07012298258405905,0.05625999137153716
StudyG,2,120,18,96,intercept_and_slope,True,0.0700842892131046,0.05625999137153716
StudyG,2,120,18,97,intercept_only,True,0.0727517399339978,0.07024001776414879
StudyG,2,120,18,97,intercept_and_slope,True,0.08209485224631738,0.07024001776414879
StudyG,2,120,18,98,intercept_only,True,0.08101136119915682,0.06783736853427037
StudyG,2,120,18,98,intercept_and_slope,True,0.07745092594613803,0.06783736853427037
StudyG,2,120,18,99,intercept_only,True,0.0711386048248802,0.06815948787970794
StudyG,2,120,18,99,intercept_and_slope,True,0.09081632521670852,0.06815948787970794
StudyG,2,120,18,100,intercept_only,True,0.08532059982984558,0.07013563288317357
