held_out_study,n_local_participants,n_local_selections,n_evaluation_participants,draw,method,identified,mean_absolute_error,transported_mean_absolute_error
StudyA,2,216,11,46,intercept_only,True,0.15462073811880903,0.14088837653402758
StudyA,2,216,11,46,intercept_and_slope,False,,0.14088837653402758
StudyA,2,216,11,47,intercept_only,True,0.12275350861326473,0.1287601849131723
StudyA,2,216,11,47,intercept_and_slope,False,,0.1287601849131723
StudyA,2,216,11,48,intercept_only,True,0.19192742278411198,0.09934638243737848
StudyA,2,216,11,48,intercept_and_slope,True,0.16158482301662813,0.09934638243737848
StudyA,2,216,11,49,intercept_only,True,0.14035889701360593,0.11474939096818745
StudyA,2,216,11,49,intercept_and_slope,False,,0.11474939096818745
StudyA,2,216,11,50,intercept_only,True,0.1240597352455286,0.12328718725099888
StudyA,2,216,11,50,intercept_and_slope,True,0.10257698904030085,0.12328718725099888
StudyA,2,216,11,51,intercept_only,True,0.12173350096502025,0.12792812484509458
StudyA,2,216,11,51,intercept_and_slope,False,,0.12792812484509458
StudyA,2,216,11,52,intercept_only,True,0.21719388839034884,0.13942649539603072
StudyA,2,216,11,52,intercept_and_slope,False,,0.13942649539603072
StudyA,2,216,11,53,intercept_only,True,0.12118754342964398,0.12735137587304163
StudyA,2,216,11,53,intercept_and_slope,False,,0.12735137587304163
StudyA,2,216,11,54,intercept_only,True,0.1448969476800063,0.13944713020210953
StudyA,2,216,11,54,intercept_and_slope,True,0.15729127558684666,0.13944713020210953
StudyA,2,216,11,55,intercept_only,True,0.12970052985157832,0.13366552064840026
StudyA,2,216,11,55,intercept_and_slope,True,0.10928738637992706,0.13366552064840026
StudyA,2,216,11,56,intercept_only,True,0.1444844260386051,0.11335717638236331
StudyA,2,216,11,56,intercept_and_slope,True,0.2304167312230137,0.11335717638236331
StudyA,2,216,11,57,intercept_only,True,0.12630290870315278,0.13227437199874661
StudyA,2,216,11,57,intercept_and_slope,True,0.326699376357273,0.13227437199874661
StudyA,2,216,11,58,intercept_only,True,0.1572992089647218,0.1400563164659499
StudyA,2,216,11,58,intercept_and_slope,False,,0.1400563164659499
StudyA,2,216,11,59,intercept_only,True,0.21505720164126113,0.1402585554641084
StudyA,2,216,11,59,intercept_and_slope,False,,0.1402585554641084
StudyA,2,216,11,60,intercept_only,True,0.12275350861326473,0.1287601849131723
StudyA,2,216,11,60,intercept_and_slope,False,,0.1287601849131723
StudyA,2,216,11,61,intercept_only,True,0.12275350861326473,0.1287601849131723
StudyA,2,216,11,61,intercept_and_slope,False,,0.1287601849131723
StudyA,2,216,11,62,intercept_only,True,0.1943129997997491,0.13942821989225812
StudyA,2,216,11,62,intercept_and_slope,True,0.19104507974888763,0.13942821989225812
StudyA,2,216,11,63,intercept_only,True,0.12270644795493729,0.12371975508272726
StudyA,2,216,11,63,intercept_and_slope,False,,0.12371975508272726
StudyA,2,216,11,64,intercept_only,True,0.11922291210751895,0.12187712829149382
StudyA,2,216,11,64,intercept_and_slope,True,0.37567850653643514,0.12187712829149382
StudyA,2,216,11,65,intercept_only,True,0.15510299924200469,0.1035547521997458
StudyA,2,216,11,65,intercept_and_slope,True,0.8416508093280993,0.1035547521997458
StudyA,2,216,11,66,intercept_only,True,0.13614926403083746,0.14121101862637347
StudyA,2,216,11,66,intercept_and_slope,True,0.10345241318949157,0.14121101862637347
StudyA,2,216,11,67,intercept_only,True,0.12594908528320292,0.12075834105733348
StudyA,2,216,11,67,intercept_and_slope,True,0.19137681753652752,0.12075834105733348
StudyA,2,216,11,68,intercept_only,True,0.11784732132131508,0.12372147957895464
StudyA,2,216,11,68,intercept_and_slope,True,0.17058221353426503,0.12372147957895464
StudyA,2,216,11,69,intercept_only,True,0.12792309940944913,0.13253145329405544
StudyA,2,216,11,69,intercept_and_slope,True,0.11729803295571802,0.13253145329405544
StudyA,2,216,11,70,intercept_only,True,0.12792309940944913,0.13253145329405544
StudyA,2,216,11,70,intercept_and_slope,True,0.11729803295571802,0.13253145329405544
StudyA,2,216,11,71,intercept_only,True,0.1535184551223146,0.14005804096217725
StudyA,2,216,11,71,intercept_and_slope,True,0.2003587531848329,0.14005804096217725
StudyA,2,216,11,72,intercept_only,True,0.11454820657219737,0.11868558329826541
StudyA,2,216,11,72,intercept_and_slope,True,0.10397548098917059,0.11868558329826541
StudyA,2,216,11,73,intercept_only,True,0.15676865950680285,0.11654872137559173
StudyA,2,216,11,73,intercept_and_slope,True,0.14966607107534013,0.11654872137559173
StudyA,2,216,11,74,intercept_only,True,0.13213619569955315,0.11194836734223265
StudyA,2,216,11,74,intercept_and_slope,True,0.5343222596444255,0.11194836734223265
StudyA,2,216,11,75,intercept_only,True,0.14112302880716396,0.12535869509069253
StudyA,2,216,11,75,intercept_and_slope,True,0.16059995967953852,0.12535869509069253
StudyA,2,216,11,76,intercept_only,True,0.12306396435955594,0.12485554693329944
StudyA,2,216,11,76,intercept_and_slope,True,0.15844014832734876,0.12485554693329944
StudyA,2,216,11,77,intercept_only,True,0.1444844260386051,0.11335717638236331
StudyA,2,216,11,77,intercept_and_slope,True,0.2304167312230137,0.11335717638236331
StudyA,2,216,11,78,intercept_only,True,0.15128399790977315,0.11795878033509681
