arm,role,n_cohorts,n_records,n_selections,mae,brier_skill,character_auc,mae_prediction_low,mae_prediction_high,slope_pooled,slope_tau,slope_i_squared,slope_prediction_low,slope_prediction_high,intercept_pooled,intercept_tau,intercept_i_squared,intercept_prediction_low,intercept_prediction_high,n_cohorts_dropped_slope,n_cohorts_dropped_intercept
calibration_auc,primary,18,739,19611,0.09836484226836315,0.1095122922644507,0.747598549825761,0.03216018960699441,0.25440537708963884,1.0578882681273234,0.4319212837793238,79.08841059271774,0.11119099411409317,2.0045855421405534,-0.05700167627812604,0.8733774852440955,86.12931512727287,-1.9684568901916406,1.8544535376353886,0.0,0.0
calibration_auc_ea_session,alignment,18,739,19611,0.0945824788635072,0.12406772195684246,0.7559741731228723,0.03224100289731487,0.23603391916917998,1.055171215941663,0.4193286016884952,77.64887317698702,0.13550552139595073,1.9748369104873755,-0.03973222240188131,0.9222176898076146,85.91164599513486,-2.0559299084566818,1.9764654636529193,0.0,0.0
calibration_auc_ea_cohort,alignment,18,739,19611,0.09673492182363719,0.11395313354626169,0.7534393624200626,0.03342802571869361,0.2406032419144779,1.0843173582190773,0.4613851977414214,79.58197673835238,0.07359574955488268,2.095038966883272,-0.0643976685986289,0.9413202452230384,85.51600021459029,-2.122560361794042,1.993765024596784,0.0,0.0
calibration_auc_cohort_z,alignment,18,739,19611,0.12883863100221635,0.05096766546637621,0.6769256876061626,0.057745677837537694,0.2648260767954656,1.1958849213558234,0.6534888660909061,88.15547124891178,-0.22953178069801572,2.6213016234096624,0.050857187555788705,1.6745719074956589,94.8768163950891,-3.5911306282202986,3.6928450033318763,0.0,0.0
calibration_auc_cohort_rank,alignment,18,739,19611,0.13084960659567937,0.048761133325217476,0.6643264514316572,0.058529695301881506,0.26674945902136465,1.3032486211716212,0.6860728456741249,85.69030031307756,-0.1956055122352256,2.802102754578468,-0.17951082398024776,1.5615560111919573,91.7099668502377,-3.5805802051706936,3.2215585572101983,0.0,0.0
calibration_auc_rbf,nonlinear,18,739,19611,0.11235589879817771,0.08576845494475949,0.7192593661683486,0.04686473507696305,0.24639545710707395,1.0314022584271707,0.4610468774866818,71.13437270890036,0.01503563155221177,2.04776888530213,0.02448109594112561,1.0340109565567837,80.12504676163196,-2.240124510273086,2.2890867021553367,0.0,0.0
calibration_auc_gbm,nonlinear,18,739,19611,0.11342735687685325,0.07530076220567028,0.7228299014754748,0.04113317939442964,0.27971542615912076,0.9965381991171223,0.5135744192380628,75.22900359265888,-0.1291450184298022,2.122221416664047,0.09999895916993314,1.1617306547447563,84.43745056265278,-2.437380816401716,2.6373787347415822,0.0,0.0
